UserID,Gender,Age_group,Occupation_name,Zip_Code,city_name,State_Code,State_Name,ZCTA,Population,Density,Primary_County_Code,Primary_County_Name,County_Weights,County_Name,County_Code,Imprecise,Military,Timezone,Geo_Point
13,M,45-49,academic/educator,93304,Bakersfield,CA,California,True,49115.0,2496.9,6029.0,Kern,"{""06029"": ""100""}",Kern,6029,False,False,America/Los_Angeles,"35.33973,-119.02344"
14,M,35-44,other,60126,Elmhurst,IL,Illinois,True,49027.0,1704.2,17043.0,DuPage,"{""17043"": ""99.28"", ""17031"": ""0.72""}",DuPage|Cook,17043|17031,False,False,America/Chicago,"41.89648,-87.94206"
15,M,25-34,executive/managerial,22903,Charlottesville,VA,Virginia,True,40652.0,207.5,51540.0,Charlottesville,"{""51540"": ""66.71"", ""51003"": ""33.29""}",Charlottesville|Albemarle,51540|51003,False,False,America/New_York,"38.00683,-78.59998"
16,F,35-44,other,20670,Patuxent River,MD,Maryland,True,1441.0,59.1,24037.0,St. Mary's,"{""24037"": ""100""}",St. Mary's,24037,False,False,America/New_York,"38.28223,-76.42039"
17,M,50-55,academic/educator,95350,Modesto,CA,California,True,54210.0,2350.9,6099.0,Stanislaus,"{""06099"": ""100""}",Stanislaus,6099,False,False,America/Los_Angeles,"37.67192,-121.0073"
18,F,18-24,clerical/admin,95825,Sacramento,CA,California,True,37473.0,3068.4,6067.0,Sacramento,"{""06067"": ""100""}",Sacramento,6067,False,False,America/Los_Angeles,"38.59036,-121.40641"
19,M,-18,K-12 student,48073,Royal Oak,MI,Michigan,True,34700.0,1815.6,26125.0,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit,"42.5192,-83.16436"
20,M,25-34,sales/marketing,55113,Saint Paul,MN,Minnesota,True,41771.0,1079.9,27123.0,Ramsey,"{""27123"": ""100""}",Ramsey,27123,False,False,America/Chicago,"45.01301,-93.15555"
21,M,18-24,self-employed,99353,West Richland,WA,Washington,True,16150.0,238.2,53005.0,Benton,"{""53005"": ""100""}",Benton,53005,False,False,America/Los_Angeles,"46.3167,-119.37926"
22,M,18-24,scientist,53706,Madison,WI,Wisconsin,True,6097.0,4456.8,55025.0,Dane,"{""55025"": ""100""}",Dane,55025,False,False,America/Chicago,"43.07484,-89.41054"
23,M,35-44,other,90049,Los Angeles,CA,California,True,36418.0,936.2,6037.0,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,False,False,America/Los_Angeles,"34.08718,-118.48925"
24,F,25-34,executive/managerial,10023,New York,NY,New York,True,62541.0,49276.1,36061.0,New York,"{""36061"": ""100""}",New York,36061,False,False,America/New_York,"40.77601,-73.98269"
25,M,18-24,college/grad student,1609,Worcester,MA,Massachusetts,True,21628.0,2185.4,25027.0,Worcester,"{""25027"": ""100""}",Worcester,25027,False,False,America/New_York,"42.28645,-71.82895"
26,M,25-34,executive/managerial,23112,Midlothian,VA,Virginia,True,53168.0,633.9,51041.0,Chesterfield,"{""51041"": ""100""}",Chesterfield,51041,False,False,America/New_York,"37.43498,-77.66207"
27,M,25-34,lawyer,19130,Philadelphia,PA,Pennsylvania,True,27093.0,8082.5,42101.0,Philadelphia,"{""42101"": ""100""}",Philadelphia,42101,False,False,America/New_York,"39.96776,-75.17544"
28,F,25-34,academic/educator,14607,Rochester,NY,New York,True,16521.0,3785.4,36055.0,Monroe,"{""36055"": ""100""}",Monroe,36055,False,False,America/New_York,"43.15081,-77.58644"
29,M,35-44,executive/managerial,33407,West Palm Beach,FL,Florida,True,31551.0,1258.4,12099.0,Palm Beach,"{""12099"": ""100""}",Palm Beach,12099,False,False,America/New_York,"26.75779,-80.09074"
30,F,35-44,executive/managerial,19143,Philadelphia,PA,Pennsylvania,True,64630.0,7844.0,42101.0,Philadelphia,"{""42101"": ""100""}",Philadelphia,42101,False,False,America/New_York,"39.94289,-75.22636"
31,M,56+,executive/managerial,6840,New Canaan,CT,Connecticut,True,20276.0,352.7,9001.0,Fairfield,"{""09001"": ""100""}",Fairfield,9001,False,False,America/New_York,"41.1592,-73.49917"
32,F,25-34,other,19355,Malvern,PA,Pennsylvania,True,26778.0,269.6,42029.0,Chester,"{""42029"": ""100""}",Chester,42029,False,False,America/New_York,"40.04684,-75.53098"
33,M,45-49,clerical/admin,55421,Minneapolis,MN,Minnesota,True,28582.0,1756.8,27003.0,Anoka,"{""27003"": ""88.16"", ""27123"": ""11.36"", ""27053"": ""0.49""}",Anoka|Ramsey|Hennepin,27003|27123|27053,False,False,America/Chicago,"45.0509,-93.25313"
34,F,18-24,other,2135,Brighton,MA,Massachusetts,True,44951.0,6588.9,25025.0,Suffolk,"{""25025"": ""100""}",Suffolk,25025,False,False,America/New_York,"42.34981,-71.15386"
35,M,45-49,academic/educator,2482,Wellesley,MA,Massachusetts,True,10855.0,995.0,25021.0,Norfolk,"{""25021"": ""100""}",Norfolk,25021,False,False,America/New_York,"42.29384,-71.29987"
36,M,25-34,clerical/admin,94123,San Francisco,CA,California,True,25890.0,9782.4,6075.0,San Francisco,"{""06075"": ""100""}",San Francisco,6075,False,False,America/Los_Angeles,"37.80046,-122.43821"
37,F,25-34,homemaker,66212,Overland Park,KS,Kansas,True,32252.0,1622.4,20091.0,Johnson,"{""20091"": ""100""}",Johnson,20091,False,False,America/Chicago,"38.95637,-94.68147"
38,F,18-24,college/grad student,2215,Boston,MA,Massachusetts,True,25770.0,13006.0,25025.0,Suffolk,"{""25025"": ""100"", ""25021"": ""0""}",Suffolk|Norfolk,25025|25021,False,False,America/New_York,"42.34778,-71.10287"
39,M,18-24,college/grad student,61820,Champaign,IL,Illinois,True,38393.0,2270.4,17019.0,Champaign,"{""17019"": ""100""}",Champaign,17019,False,False,America/Chicago,"40.10887,-88.24348"
40,M,45-49,other,10543,Mamaroneck,NY,New York,True,20951.0,1980.0,36119.0,Westchester,"{""36119"": ""100""}",Westchester,36119,False,False,America/New_York,"40.95199,-73.73552"
41,F,18-24,college/grad student,15116,Glenshaw,PA,Pennsylvania,True,14061.0,672.7,42003.0,Allegheny,"{""42003"": ""100""}",Allegheny,42003,False,False,America/New_York,"40.53908,-79.95047"
42,M,25-34,farmer,24502,Lynchburg,VA,Virginia,True,46044.0,640.4,51680.0,Lynchburg,"{""51680"": ""72.7"", ""51031"": ""25.29"", ""51019"": ""2.01""}",Lynchburg|Campbell|Bedford,51680|51031|51019,False,False,America/New_York,"37.35805,-79.22058"
43,M,25-34,programmer,60614,Chicago,IL,Illinois,True,71954.0,8905.0,17031.0,Cook,"{""17031"": ""100""}",Cook,17031,False,False,America/Chicago,"41.92273,-87.65131"
44,M,45-49,technician/engineer,98052,Redmond,WA,Washington,True,70245.0,1348.3,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.68125,-122.12025"
45,F,45-49,self-employed,94110,San Francisco,CA,California,True,72380.0,12023.4,6075.0,San Francisco,"{""06075"": ""100""}",San Francisco,6075,False,False,America/Los_Angeles,"37.74994,-122.41539"
46,M,18-24,unemployed,75602,Longview,TX,Texas,True,21655.0,170.7,48183.0,Gregg,"{""48183"": ""77.57"", ""48203"": ""22.43""}",Gregg|Harrison,48183|48203,False,False,America/Chicago,"32.459,-94.65992"
47,M,18-24,college/grad student,94305,Stanford,CA,California,True,16397.0,1234.5,6085.0,Santa Clara,"{""06085"": ""100""}",Santa Clara,6085,False,False,America/Los_Angeles,"37.41721,-122.17097"
48,M,25-34,college/grad student,92107,San Diego,CA,California,True,31223.0,3843.3,6073.0,San Diego,"{""06073"": ""100""}",San Diego,6073,False,False,America/Los_Angeles,"32.73981,-117.24372"
49,M,18-24,programmer,77084,Houston,TX,Texas,True,107673.0,1356.1,48201.0,Harris,"{""48201"": ""100""}",Harris,48201,False,False,America/Chicago,"29.82642,-95.66213"
50,F,25-34,artist,98133,Seattle,WA,Washington,True,48650.0,2649.4,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.73988,-122.34425"
51,F,-18,K-12 student,10562,Ossining,NY,New York,True,31636.0,885.5,36119.0,Westchester,"{""36119"": ""100""}",Westchester,36119,False,False,America/New_York,"41.19242,-73.83096"
52,M,18-24,college/grad student,72212,Little Rock,AR,Arkansas,True,12279.0,716.9,5119.0,Pulaski,"{""05119"": ""100""}",Pulaski,5119,False,False,America/Chicago,"34.78597,-92.41522"
53,M,25-34,other,96931,,,,,,,,,,,,,,,
54,M,50-55,academic/educator,56723,Fisher,MN,Minnesota,True,878.0,3.0,27119.0,Polk,"{""27119"": ""100""}",Polk,27119,False,False,America/Chicago,"47.80943,-96.80638"
55,F,35-44,programmer,55303,Anoka,MN,Minnesota,True,49784.0,304.4,27003.0,Anoka,"{""27003"": ""100""}",Anoka,27003,False,False,America/Chicago,"45.28861,-93.42307"
56,M,35-44,writer,60440,Bolingbrook,IL,Illinois,True,52273.0,1255.6,17197.0,Will,"{""17197"": ""97.03"", ""17043"": ""2.97""}",Will|DuPage,17197|17043,False,False,America/Chicago,"41.70023,-88.07511"
57,M,18-24,unemployed,30350,Atlanta,GA,Georgia,True,39075.0,1205.1,13121.0,Fulton,"{""13121"": ""99.71"", ""13089"": ""0.29""}",Fulton|DeKalb,13121|13089,False,False,America/New_York,"33.97913,-84.33348"
58,M,25-34,artist,30303,Atlanta,GA,Georgia,True,6628.0,2452.3,13121.0,Fulton,"{""13121"": ""100""}",Fulton,13121,False,False,America/New_York,"33.75332,-84.38986"
59,F,50-55,academic/educator,55413,Minneapolis,MN,Minnesota,True,14261.0,1664.4,27053.0,Hennepin,"{""27053"": ""100""}",Hennepin,27053,False,False,America/Chicago,"44.99895,-93.24185"
60,M,50-55,academic/educator,72118,North Little Rock,AR,Arkansas,True,21614.0,290.2,5119.0,Pulaski,"{""05119"": ""100""}",Pulaski,5119,False,False,America/Chicago,"34.84134,-92.32981"
61,M,25-34,technician/engineer,95122,San Jose,CA,California,True,56121.0,4556.8,6085.0,Santa Clara,"{""06085"": ""100""}",Santa Clara,6085,False,False,America/Los_Angeles,"37.3287,-121.83526"
62,F,35-44,clerical/admin,98105,Seattle,WA,Washington,True,50434.0,4717.7,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.66068,-122.28403"
63,M,18-24,college/grad student,54902,Oshkosh,WI,Wisconsin,True,22415.0,246.4,55139.0,Winnebago,"{""55139"": ""100""}",Winnebago,55139,False,False,America/Chicago,"43.9493,-88.53969"
64,M,18-24,academic/educator,53706,Madison,WI,Wisconsin,True,6097.0,4456.8,55025.0,Dane,"{""55025"": ""100""}",Dane,55025,False,False,America/Chicago,"43.07484,-89.41054"
65,M,35-44,programmer,55803,Duluth,MN,Minnesota,True,17974.0,20.7,27137.0,St. Louis,"{""27137"": ""100""}",St. Louis,27137,False,False,America/Chicago,"47.04751,-92.05538"
66,M,25-34,tradesman/craftsman,57706,Ellsworth Afb,SD,South Dakota,True,3035.0,182.2,46093.0,Meade,"{""46093"": ""86.01"", ""46103"": ""13.99""}",Meade|Pennington,46093|46103,False,False,America/Denver,"44.15719,-103.09356"
67,F,50-55,customer service,60181,Villa Park,IL,Illinois,True,28755.0,1679.9,17043.0,DuPage,"{""17043"": ""100""}",DuPage,17043,False,False,America/Chicago,"41.87825,-87.97635"
68,M,18-24,college/grad student,53706,Madison,WI,Wisconsin,True,6097.0,4456.8,55025.0,Dane,"{""55025"": ""100""}",Dane,55025,False,False,America/Chicago,"43.07484,-89.41054"
69,F,25-34,academic/educator,2143,Somerville,MA,Massachusetts,True,25327.0,6333.3,25017.0,Middlesex,"{""25017"": ""100""}",Middlesex,25017,False,False,America/New_York,"42.38145,-71.09684"
70,M,18-24,college/grad student,53703,Madison,WI,Wisconsin,True,34766.0,7375.8,55025.0,Dane,"{""55025"": ""100""}",Dane,55025,False,False,America/Chicago,"43.07984,-89.37708"
71,M,25-34,sales/marketing,95008,Campbell,CA,California,True,46352.0,2765.3,6085.0,Santa Clara,"{""06085"": ""100""}",Santa Clara,6085,False,False,America/Los_Angeles,"37.27967,-121.95503"
72,F,45-49,other,55122,Saint Paul,MN,Minnesota,True,31447.0,1077.6,27037.0,Dakota,"{""27037"": ""100""}",Dakota,27037,False,False,America/Chicago,"44.80469,-93.1977"
73,M,18-24,college/grad student,53706,Madison,WI,Wisconsin,True,6097.0,4456.8,55025.0,Dane,"{""55025"": ""100""}",Dane,55025,False,False,America/Chicago,"43.07484,-89.41054"
74,M,35-44,sales/marketing,94530,El Cerrito,CA,California,True,26145.0,2092.3,6013.0,Contra Costa,"{""06013"": ""100""}",Contra Costa,6013,False,False,America/Los_Angeles,"37.92157,-122.29846"
75,F,-18,K-12 student,1748,Hopkinton,MA,Massachusetts,True,17598.0,259.1,25017.0,Middlesex,"{""25017"": ""100""}",Middlesex,25017,False,False,America/New_York,"42.2255,-71.53779"
76,M,35-44,executive/managerial,55413,Minneapolis,MN,Minnesota,True,14261.0,1664.4,27053.0,Hennepin,"{""27053"": ""100""}",Hennepin,27053,False,False,America/Chicago,"44.99895,-93.24185"
77,M,18-24,college/grad student,15321,Cecil,PA,Pennsylvania,True,1517.0,538.5,42125.0,Washington,"{""42125"": ""100""}",Washington,42125,False,False,America/New_York,"40.32333,-80.18813"
78,F,45-49,academic/educator,98029,Issaquah,WA,Washington,True,29250.0,1261.5,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.55847,-122.00546"
79,F,45-49,other,98103,Seattle,WA,Washington,True,53163.0,4416.9,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.67332,-122.34254"
80,M,56+,academic/educator,49327,Grant,MI,Michigan,True,8472.0,35.3,26123.0,Newaygo,"{""26123"": ""99.46"", ""26081"": ""0.54""}",Newaygo|Kent,26123|26081,False,False,America/Detroit,"43.33539,-85.84617"
81,F,25-34,other,60640,Chicago,IL,Illinois,True,69363.0,11102.5,17031.0,Cook,"{""17031"": ""100""}",Cook,17031,False,False,America/Chicago,"41.97237,-87.66347"
82,M,25-34,technician/engineer,48380,Milford,MI,Michigan,True,7435.0,113.1,26125.0,Oakland,"{""26125"": ""76.7"", ""26093"": ""23.3""}",Oakland|Livingston,26125|26093,False,False,America/Detroit,"42.58073,-83.66216"
83,F,25-34,artist,94609,Oakland,CA,California,True,23726.0,5362.5,6001.0,Alameda,"{""06001"": ""100""}",Alameda,6001,False,False,America/Los_Angeles,"37.83434,-122.26433"
84,M,18-24,college/grad student,53140,Kenosha,WI,Wisconsin,True,29671.0,1333.5,55059.0,Kenosha,"{""55059"": ""100""}",Kenosha,55059,False,False,America/Chicago,"42.62256,-87.83"
85,M,18-24,college/grad student,94945,Novato,CA,California,True,19043.0,279.0,6041.0,Marin,"{""06041"": ""100""}",Marin,6041,False,False,America/Los_Angeles,"38.12808,-122.55832"
86,F,-18,K-12 student,54467,Plover,WI,Wisconsin,True,14100.0,78.9,55097.0,Portage,"{""55097"": ""100""}",Portage,55097,False,False,America/Chicago,"44.41621,-89.54175"
87,M,25-34,sales/marketing,48360,Lake Orion,MI,Michigan,True,12768.0,417.1,26125.0,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit,"42.74934,-83.269"
88,F,45-49,academic/educator,2476,Arlington,MA,Massachusetts,True,17426.0,3214.7,25017.0,Middlesex,"{""25017"": ""100""}",Middlesex,25017,False,False,America/New_York,"42.41624,-71.17518"
89,F,56+,homemaker,85749,Tucson,AZ,Arizona,True,18768.0,120.5,4019.0,Pima,"{""04019"": ""100""}",Pima,4019,False,False,America/Phoenix,"32.28951,-110.73178"
90,M,56+,retired,85749,Tucson,AZ,Arizona,True,18768.0,120.5,4019.0,Pima,"{""04019"": ""100""}",Pima,4019,False,False,America/Phoenix,"32.28951,-110.73178"
91,M,35-44,executive/managerial,7650,Palisades Park,NJ,New Jersey,True,20604.0,6490.0,34003.0,Bergen,"{""34003"": ""100""}",Bergen,34003,False,False,America/New_York,"40.84714,-73.9968"
92,F,18-24,college/grad student,44243,Kent,OH,Ohio,True,4914.0,3923.9,39133.0,Portage,"{""39133"": ""100""}",Portage,39133,False,False,America/New_York,"41.14798,-81.34119"
93,M,25-34,technician/engineer,95825,Sacramento,CA,California,True,37473.0,3068.4,6067.0,Sacramento,"{""06067"": ""100""}",Sacramento,6067,False,False,America/Los_Angeles,"38.59036,-121.40641"
94,M,25-34,technician/engineer,28601,Hickory,NC,North Carolina,True,51401.0,431.1,37035.0,Catawba,"{""37035"": ""83.13"", ""37023"": ""7.62"", ""37003"": ""5.39"", ""37027"": ""3.86""}",Catawba|Burke|Alexander|Caldwell,37035|37023|37003|37027,False,False,America/New_York,"35.77253,-81.32634"
95,M,45-49,other,98201,Everett,WA,Washington,True,29792.0,1538.8,53061.0,Snohomish,"{""53061"": ""100""}",Snohomish,53061,False,False,America/Los_Angeles,"47.99339,-122.21327"
96,F,25-34,self-employed,78028,Kerrville,TX,Texas,True,39944.0,61.5,48265.0,Kerr,"{""48265"": ""98.04"", ""48171"": ""1.96""}",Kerr|Gillespie,48265|48171,False,False,America/Chicago,"30.03421,-99.1582"
97,F,35-44,clerical/admin,66210,Overland Park,KS,Kansas,True,18523.0,1179.1,20091.0,Johnson,"{""20091"": ""100""}",Johnson,20091,False,False,America/Chicago,"38.92369,-94.70493"
98,F,35-44,executive/managerial,33547,Lithia,FL,Florida,True,25907.0,69.2,12057.0,Hillsborough,"{""12057"": ""100""}",Hillsborough,12057,False,False,America/New_York,"27.7763,-82.13381"
99,F,-18,K-12 student,19390,West Grove,PA,Pennsylvania,True,14684.0,217.1,42029.0,Chester,"{""42029"": ""100""}",Chester,42029,False,False,America/New_York,"39.8329,-75.84009"
100,M,35-44,technician/engineer,95401,Santa Rosa,CA,California,True,38839.0,727.1,6097.0,Sonoma,"{""06097"": ""100""}",Sonoma,6097,False,False,America/Los_Angeles,"38.44898,-122.79221"
101,F,18-24,clerical/admin,33314,Fort Lauderdale,FL,Florida,True,27261.0,1257.1,12011.0,Broward,"{""12011"": ""100""}",Broward,12011,False,False,America/New_York,"26.06765,-80.22307"
102,M,35-44,unemployed,20871,Clarksburg,MD,Maryland,True,18628.0,350.1,24031.0,Montgomery,"{""24031"": ""97.46"", ""24021"": ""2.54""}",Montgomery|Frederick,24031|24021,False,False,America/New_York,"39.26092,-77.28324"
103,M,45-49,executive/managerial,92104,San Diego,CA,California,True,45435.0,4632.3,6073.0,San Diego,"{""06073"": ""100""}",San Diego,6073,False,False,America/Los_Angeles,"32.74158,-117.12814"
104,M,25-34,programmer,926,San Juan,PR,Puerto Rico,True,93330.0,1491.4,72127.0,San Juan,"{""72127"": ""88.13"", ""72139"": ""11.47"", ""72061"": ""0.39""}",San Juan|Trujillo Alto|Guaynabo,72127|72139|72061,False,False,America/Puerto_Rico,"18.3462,-66.05234"
105,M,45-49,programmer,90277,Redondo Beach,CA,California,True,34827.0,3754.1,6037.0,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,False,False,America/Los_Angeles,"33.83073,-118.3846"
106,F,35-44,lawyer,79101,Amarillo,TX,Texas,True,1851.0,448.3,48375.0,Potter,"{""48375"": ""100""}",Potter,48375,False,False,America/Chicago,"35.20599,-101.8395"
107,M,45-49,tradesman/craftsman,63129,Saint Louis,MO,Missouri,True,52975.0,980.8,29189.0,St. Louis,"{""29189"": ""100""}",St. Louis,29189,False,False,America/Chicago,"38.45578,-90.32196"
108,M,25-34,programmer,30316,Atlanta,GA,Georgia,True,33670.0,1038.5,13089.0,DeKalb,"{""13089"": ""76.16"", ""13121"": ""23.84""}",DeKalb|Fulton,13089|13121,False,False,America/New_York,"33.71362,-84.33252"
109,M,45-49,scientist,92028,Fallbrook,CA,California,True,48173.0,197.1,6073.0,San Diego,"{""06073"": ""99.89"", ""06065"": ""0.11""}",San Diego|Riverside,06073|06065,False,False,America/Los_Angeles,"33.38809,-117.21247"
110,M,25-34,artist,90803,Long Beach,CA,California,True,32126.0,3075.7,6037.0,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,False,False,America/Los_Angeles,"33.76162,-118.12219"
111,M,35-44,scientist,55416,Minneapolis,MN,Minnesota,True,33036.0,1742.7,27053.0,Hennepin,"{""27053"": ""100""}",Hennepin,27053,False,False,America/Chicago,"44.94927,-93.33884"
112,M,25-34,self-employed,97209,Portland,OR,Oregon,True,18982.0,7008.4,41051.0,Multnomah,"{""41051"": ""100""}",Multnomah,41051,False,False,America/Los_Angeles,"45.53095,-122.68439"
113,M,18-24,programmer,37032,Cedar Hill,TN,Tennessee,True,5275.0,25.2,47147.0,Robertson,"{""47147"": ""98.46"", ""47021"": ""1.54""}",Robertson|Cheatham,47147|47021,False,False,America/Chicago,"36.52424,-87.01714"
114,F,25-34,artist,83712,Boise,ID,Idaho,True,9746.0,163.9,16001.0,Ada,"{""16001"": ""100""}",Ada,16001,False,False,America/Boise,"43.6134,-116.11493"
115,M,25-34,technician/engineer,28083,Kannapolis,NC,North Carolina,True,25536.0,491.6,37025.0,Cabarrus,"{""37025"": ""76.45"", ""37159"": ""23.55""}",Cabarrus|Rowan,37025|37159,False,False,America/New_York,"35.49082,-80.58059"
116,M,25-34,technician/engineer,55744,Grand Rapids,MN,Minnesota,True,20444.0,31.8,27061.0,Itasca,"{""27061"": ""100""}",Itasca,27061,False,False,America/Chicago,"47.23487,-93.51155"
117,M,25-34,technician/engineer,33314,Fort Lauderdale,FL,Florida,True,27261.0,1257.1,12011.0,Broward,"{""12011"": ""100""}",Broward,12011,False,False,America/New_York,"26.06765,-80.22307"
118,M,35-44,technician/engineer,22315,Alexandria,VA,Virginia,True,29470.0,2081.0,51059.0,Fairfax,"{""51059"": ""100""}",Fairfax,51059,False,False,America/New_York,"38.756,-77.15058"
119,F,-18,K-12 student,77515,Angleton,TX,Texas,True,32469.0,61.1,48039.0,Brazoria,"{""48039"": ""100""}",Brazoria,48039,False,False,America/Chicago,"29.17436,-95.44993"
120,M,25-34,lawyer,27106,Winston Salem,NC,North Carolina,True,48709.0,656.5,37067.0,Forsyth,"{""37067"": ""100""}",Forsyth,37067,False,False,America/New_York,"36.14292,-80.32263"
121,M,35-44,executive/managerial,75229,Dallas,TX,Texas,True,32322.0,995.8,48113.0,Dallas,"{""48113"": ""100""}",Dallas,48113,False,False,America/Chicago,"32.89374,-96.86441"
122,F,18-24,college/grad student,94305,Stanford,CA,California,True,16397.0,1234.5,6085.0,Santa Clara,"{""06085"": ""100""}",Santa Clara,6085,False,False,America/Los_Angeles,"37.41721,-122.17097"
123,M,35-44,homemaker,67208,Wichita,KS,Kansas,True,17418.0,1351.8,20173.0,Sedgwick,"{""20173"": ""100""}",Sedgwick,20173,False,False,America/Chicago,"37.70447,-97.27924"
124,M,56+,executive/managerial,91356,Tarzana,CA,California,True,29822.0,1569.9,6037.0,Los Angeles,"{""06037"": ""100""}",Los Angeles,6037,False,False,America/Los_Angeles,"34.15508,-118.54751"
125,M,45-49,sales/marketing,1701,Framingham,MA,Massachusetts,True,32590.0,741.6,25017.0,Middlesex,"{""25017"": ""100""}",Middlesex,25017,False,False,America/New_York,"42.32174,-71.43817"
126,M,18-24,homemaker,98117,Seattle,WA,Washington,True,35645.0,3570.9,53033.0,King,"{""53033"": ""100""}",King,53033,False,False,America/Los_Angeles,"47.6882,-122.38148"
127,F,45-49,clerical/admin,1770,Sherborn,MA,Massachusetts,True,4316.0,105.5,25017.0,Middlesex,"{""25017"": ""100""}",Middlesex,25017,False,False,America/New_York,"42.23417,-71.37529"
128,M,56+,doctor/health care,37922,Knoxville,TN,Tennessee,True,36542.0,517.9,47093.0,Knox,"{""47093"": ""100""}",Knox,47093,False,False,America/New_York,"35.86154,-84.10034"
129,M,25-34,lawyer,20164,Sterling,VA,Virginia,True,41684.0,2171.4,51107.0,Loudoun,"{""51107"": ""100""}",Loudoun,51107,False,False,America/New_York,"39.0127,-77.39565"
130,M,35-44,technician/engineer,50021,Ankeny,IA,Iowa,True,28306.0,424.5,19153.0,Polk,"{""19153"": ""100""}",Polk,19153,False,False,America/Chicago,"41.72119,-93.56816"
131,M,18-24,college/grad student,6520,,,,,,,,,,,,,,,
132,M,25-34,technician/engineer,99709,Fairbanks,AK,Alaska,True,29288.0,22.2,2090.0,Fairbanks North Star,"{""02090"": ""100""}",Fairbanks North Star,2090,False,False,America/Anchorage,"64.87812,-148.21561"
133,F,25-34,other,55071,Saint Paul Park,MN,Minnesota,True,5725.0,430.7,27163.0,Washington,"{""27163"": ""100""}",Washington,27163,False,False,America/Chicago,"44.82146,-92.99653"
134,M,25-34,other,66212,Overland Park,KS,Kansas,True,32252.0,1622.4,20091.0,Johnson,"{""20091"": ""100""}",Johnson,20091,False,False,America/Chicago,"38.95637,-94.68147"
135,M,18-24,college/grad student,20006,Washington,DC,District of Columbia,True,2774.0,3154.1,11001.0,District of Columbia,"{""11001"": ""100""}",District of Columbia,11001,False,False,America/New_York,"38.89856,-77.04129"
136,M,18-24,artist,21202,Baltimore,MD,Maryland,True,21784.0,5309.5,24510.0,Baltimore,"{""24510"": ""100""}",Baltimore,24510,False,False,America/New_York,"39.29646,-76.60745"
137,F,45-49,doctor/health care,78758,Austin,TX,Texas,True,48993.0,2036.9,48453.0,Travis,"{""48453"": ""100""}",Travis,48453,False,False,America/Chicago,"30.388,-97.70682"
